Revista;Publisher;DOI;Proprietary Identifier;Print ISSN;Online ISSN;10-2018;11-2018;12-2018;01-2019;02-2019;03-2019;Archivo;Usuario;Recurso
Biochimica et Biophysica Acta (BBA) - Biomembranes;Elsevier; ;BBAMEM;0005-2736;1879-2642;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Biochimica et Biophysica Acta (BBA) - General Subjects;Elsevier; ;BBAGEN;0304-4165;1872-8006;0;0;4;2;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Biotechnology Advances;Elsevier; ;JBA;0734-9750;;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Boletín Mexicano de Derecho Comparado;Elsevier; ;BMDC;0041-8633;;0;0;2;0;1;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Burns;Elsevier; ;JBUR;0305-4179;1879-1409;0;0;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Cell Reports;Elsevier; ;CELREP;2211-1247;;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Chemical Engineering Science;Elsevier; ;CES;0009-2509;;0;0;0;0;1;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Chemico-Biological Interactions;Elsevier; ;CBI;0009-2797;1872-7786;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Chinese Chemical Letters;Elsevier; ;CCLET;1001-8417;;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Chinese Journal of Analytical Chemistry;Elsevier; ;CJAC;1872-2040;;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Clinical Biochemistry;Elsevier; ;CLB;0009-9120;1873-2933;0;7;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Composite Structures;Elsevier; ;COST;0263-8223;;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Computers, Environment and Urban Systems;Elsevier; ;CEUS;0198-9715;;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Contemporary Clinical Trials Communications;Elsevier; ;CONCTC;2451-8654;;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Continental Shelf Research;Elsevier; ;CSR;0278-4343;1873-6955;0;6;6;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Current Medicine Research and Practice;Elsevier; ;CMRP;2352-0817;;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Current Opinion in Environmental Sustainability;Elsevier; ;COSUST;1877-3435;;0;0;14;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Current Opinion in Virology;Elsevier; ;COVIRO;1879-6257;1879-6265;0;1;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Digital Applications in Archaeology and Cultural Heritage;Elsevier; ;DAACH;2212-0548;2212-0548;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Disability and Health Journal;Elsevier; ;DHJO;1936-6574;1876-7583;0;5;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Drug and Alcohol Dependence;Elsevier; ;DAD;0376-8716;1879-0046;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Earth-Science Reviews;Elsevier; ;EARTH;0012-8252;;0;0;4;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Energy Policy;Elsevier; ;JEPO;0301-4215;;0;3;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Environmental Development;Elsevier; ;ENVDEV;2211-4645;;0;2;4;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
European Economic Review;Elsevier; ;EER;0014-2921;;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
European Journal of Agronomy;Elsevier; ;EURAGR;1161-0301;;0;2;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
European Psychiatry;Elsevier; ;EURPSY;0924-9338;1778-3585;0;0;0;2;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
General Hospital Psychiatry;Elsevier; ;GHP;0163-8343;1873-7714;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Genomics;Elsevier; ;YGENO;0888-7543;1089-8646;0;0;1;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Geoderma Regional;Elsevier; ;GEODRS;2352-0094;;0;0;0;2;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Geomorphology;Elsevier; ;GEOMOR;0169-555X;;0;0;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Global Food Security;Elsevier; ;GFS;2211-9124;2211-9124;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Harmful Algae;Elsevier; ;HARALG;1568-9883;1878-1470;0;1;1;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
HAYATI Journal of Biosciences;Elsevier; ;HJB;1978-3019;2086-4094;0;0;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Human Resource Management Review;Elsevier; ;HUMRES;1053-4822;;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
III-Vs Review;Elsevier; ;;0961-1290;;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Information Systems;Elsevier; ;IS;0306-4379;;0;0;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Injury;Elsevier; ;JINJ;0020-1383;1879-0267;0;0;0;2;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Antimicrobial Agents;Elsevier; ;ANTAGE;0924-8579;1872-7913;0;0;1;2;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Cardiology;Elsevier; ;IJCA;0167-5273;1874-1754;0;3;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Disaster Risk Reduction;Elsevier; ;IJDRR;2212-4209;;0;0;2;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Heat and Mass Transfer;Elsevier; ;HMT;0017-9310;;0;0;0;2;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
International Journal of Plasticity;Elsevier; ;INTPLA;0749-6419;;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
JAAD Case Reports;Elsevier; ;JDCR;2352-5126;;0;0;0;0;2;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Aging Studies;Elsevier; ;AGISTU;0890-4065;;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Archaeological Science: Reports;Elsevier; ;JASREP;2352-409X;;0;0;1;1;1;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Behavior, Health & Social Issues;Elsevier; ;JBHSI;2007-0780;2007-0780;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Behavioral and Experimental Economics;Elsevier; ;JBEE;2214-8043;2214-8051;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Biomedical Informatics;Elsevier; ;YJBIN;1532-0464;;0;7;1;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Cardiac Failure;Elsevier; ;YJCAF;1071-9164;1532-8414;0;0;0;1;0;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Cardiology;Elsevier; ;JJCC;0914-5087;1876-4738;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Choice Modelling;Elsevier; ;JOCM;1755-5345;1755-5345;0;0;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Cultural Heritage;Elsevier; ;CULHER;1296-2074;;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Geochemical Exploration;Elsevier; ;GEXPLO;0375-6742;;0;0;0;0;2;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Great Lakes Research;Elsevier; ;JGLR;0380-1330;;0;0;0;2;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Hospital Infection;Elsevier; ;YJHIN;0195-6701;1532-2939;0;0;0;0;2;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Hospitality, Leisure, Sport & Tourism Education;Elsevier; ;JHLSTE;1473-8376;1473-8376;0;0;0;2;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Interactive Marketing;Elsevier; ;INTMAR;1094-9968;1520-6653;0;0;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Loss Prevention in the Process Industries;Elsevier; ;JLPP;0950-4230;;0;0;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Manipulative and Physiological Therapeutics;Elsevier; ;YMMT;0161-4754;1532-6586;0;5;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Membrane Science;Elsevier; ;MEMSCI;0376-7388;1873-3123;0;1;0;2;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Photochemistry and Photobiology B: Biology;Elsevier; ;JPB;1011-1344;1873-2682;6;2;0;1;0;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Physiotherapy;Elsevier; ;JPHYS;1836-9553;1836-9561;0;1;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Plant Physiology;Elsevier; ;JPLPH;0176-1617;;0;0;0;1;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Solid State Chemistry;Elsevier; ;YJSSC;0022-4596;1095-726X;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Systems and Software;Elsevier; ;JSS;0164-1212;;0;0;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Theoretical Biology;Elsevier; ;YJTBI;0022-5193;1095-8541;0;1;1;1;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Traffic and Transportation Engineering (English Edition);Elsevier; ;JTTE;2095-7564;;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Virological Methods;Elsevier; ;VIRMET;0166-0934;1879-0984;0;3;7;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Journal of Volcanology and Geothermal Research;Elsevier; ;VOLGEO;0377-0273;;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Lung Cancer;Elsevier; ;LUNG;0169-5002;1872-8332;0;0;0;0;2;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Materialia;Elsevier; ;MTLA;2589-1529;2589-1529;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Materials Science and Engineering: A;Elsevier; ;MSA;0921-5093;;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Mechanical Systems and Signal Processing;Elsevier; ;YMSSP;0888-3270;1096-1216;0;0;0;1;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Mechatronics;Elsevier; ;MECH;0957-4158;;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Molecular Immunology;Elsevier; ;MIMM;0161-5890;1872-9142;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Molecular Plant;Elsevier; ;MOLP;1674-2052;1752-9867;0;0;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Mutation Research/Genetic Toxicology and Environmental Mutagenesis;Elsevier; ;MUTGEN;1383-5718;1879-3592;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Neural Networks;Elsevier; ;NN;0893-6080;1879-2782;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Neuron;Elsevier; ;NEURON;0896-6273;1097-4199;0;4;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Neuropsychologia;Elsevier; ;NSY;0028-3932;1873-3514;2;0;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Nurse Education Today;Elsevier; ;YNEDT;0260-6917;1532-2793;0;0;0;2;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Operations Research Letters;Elsevier; ;OPERES;0167-6377;;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Osteoarthritis and Cartilage;Elsevier; ;YJOCA;1063-4584;1522-9653;0;4;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Petroleum;Elsevier; ;PETLM;2405-6561;2405-5816;0;0;0;2;1;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Pharmacology & Therapeutics;Elsevier; ;JPT;0163-7258;1879-016X;0;0;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Physica A: Statistical Mechanics and its Applications;Elsevier; ;PHYSA;0378-4371;;0;0;0;2;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Physics Letters A;Elsevier; ;PLA;0375-9601;;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Physics Letters B;Elsevier; ;PLB;0370-2693;;0;0;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Phytomedicine;Elsevier; ;PHYMED;0944-7113;1618-095X;0;3;3;1;0;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Plant Science;Elsevier; ;PSL;0168-9452;1873-2259;0;0;0;0;2;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Preventive Veterinary Medicine;Elsevier; ;PREVET;0167-5877;;0;0;0;1;1;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Progress in Natural Science: Materials International;Elsevier; ;PNSC;1002-0071;;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Research in Microbiology;Elsevier; ;RESMIC;0923-2508;1769-7123;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Reumatología Clínica (English Edition);Elsevier; ;REUMAE;2173-5743;;0;0;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista de Contabilidad;Elsevier; ;RCSAR;1138-4891;1988-4672;0;1;0;0;2;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Española de Artroscopia y Cirugía Articular;Elsevier; ;REACA;2386-3129;;0;0;2;2;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Internacional de Métodos Numéricos para Cálculo y Diseño en Ingeniería;Elsevier; ;RIMNI;0213-1315;1886-158X;0;0;2;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Revista Mexicana de Ortodoncia;Elsevier; ;RMO;2395-9215;2395-9215;0;4;0;1;1;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Scripta Materialia;Elsevier; ;SMM;1359-6462;;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Sleep Health;Elsevier; ;SLEH;2352-7218;;0;0;0;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Social Networks;Elsevier; ;SON;0378-8733;;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Social Science & Medicine;Elsevier; ;SSM;0277-9536;1873-5347;0;0;0;1;0;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Steroids;Elsevier; ;STE;0039-128X;1878-5867;0;0;0;0;1;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Studies in History and Philosophy of Science Part A;Elsevier; ;SHPS;0039-3681;1879-2510;0;0;0;1;0;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Studies in Mycology;Elsevier; ;SIMYCO;0166-0616;;0;2;1;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Technology in Society;Elsevier; ;TIS;0160-791X;;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Technovation;Elsevier; ;TECH;0166-4972;;0;2;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
The American Journal of Surgery;Elsevier; ;AJS;0002-9610;1879-1883;0;3;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
The Brazilian Journal of Infectious Diseases;Elsevier; ;BJID;1413-8670;1678-4391;2;1;4;2;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
The Environmentalist;Elsevier; ;;0251-1088;1573-2991;0;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
The Journal of Academic Librarianship;Elsevier; ;ACALIB;0099-1333;;0;0;2;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Transplantation Proceedings;Elsevier; ;TPS;0041-1345;1873-2623;0;0;3;3;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Transportation Research Part B: Methodological;Elsevier; ;TRB;0191-2615;;0;0;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Trends in Plant Science;Elsevier; ;TRPLSC;1360-1385;;1;0;0;0;3;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Waste Management;Elsevier; ;WM;0956-053X;1879-2456;0;0;0;0;1;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Zoologischer Anzeiger;Elsevier; ;JCZ;0044-5231;;0;0;0;0;0;3;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Acta Astronautica;Elsevier; ;AA;0094-5765;;1;0;0;0;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Acta Psychologica;Elsevier; ;ACTPSY;0001-6918;;0;0;4;0;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Acta Sociológica;Elsevier; ;ACSO;0186-6028;;0;0;4;2;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Addictive Behaviors;Elsevier; ;AB;0306-4603;1873-6327;0;0;4;2;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Advanced Engineering Informatics;Elsevier; ;ADVEI;1474-0346;;0;0;0;2;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Advances in Colloid and Interface Science;Elsevier; ;CIS;0001-8686;;0;0;0;2;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Advances in Digestive Medicine;Elsevier; ;AIDM;2351-9797;2351-9800;0;0;0;2;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Advances in Medical Sciences;Elsevier; ;ADVMS;1896-1126;1898-4002;0;0;0;2;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Advances in Pediatrics;Elsevier; ;YYAPD;0065-3101;;0;0;0;0;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
African Journal of Emergency Medicine;Elsevier; ;AFJEM;2211-419X;;0;0;0;2;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Agricultural Systems;Elsevier; ;AGSY;0308-521X;;0;13;2;0;1;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Agricultural Water Management;Elsevier; ;AGWAT;0378-3774;1873-2283;0;8;2;0;0;2;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Algal Research;Elsevier; ;ALGAL;2211-9264;;0;2;0;0;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
American Heart Journal;Elsevier; ;YMHJ;0002-8703;1097-6744;0;0;5;0;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
American Journal of Ophthalmology Case Reports;Elsevier; ;AJOC;2451-9936;2451-9936;0;0;0;0;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Analytical Biochemistry;Elsevier; ;YABIO;0003-2697;1096-0309;0;0;1;0;1;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Annals of Diagnostic Pathology;Elsevier; ;YADPA;1092-9134;1532-8198;0;0;0;0;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Archives de Pédiatrie;Elsevier; ;ARCPED;0929-693X;1769-664X;0;1;2;2;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Archives of Medical Research;Elsevier; ;ARCMED;0188-4409;1873-5487;0;1;0;0;2;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Artificial Intelligence;Elsevier; ;ARTINT;0004-3702;;0;0;0;2;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Asian Pacific Journal of Reproduction;Elsevier; ;APJR;2305-0500;2305-0519;0;0;0;2;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Auris Nasus Larynx;Elsevier; ;ANL;0385-8146;1879-1476;0;3;0;2;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
BBA Clinical;Elsevier; ;BBACLI;2214-6474;2214-6474;0;0;2;2;0;0;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
Behavioural Brain Research;Elsevier; ;BBR;0166-4328;1872-7549;0;1;0;1;0;1;CONCYTEC_ONLY_JR1_SCIENCEDIRECT_03_2019.csv;Biblioteca virtual;Revista
